hypothesis_id,word,language,sense_from,sense_to,drift_type,drift_year,proposed_trigger,trigger_date,trigger_category,wikidata_qid,evidence_types,confidence,source_urls,source_titles,attributed_to,date
hyp-gay-stonewall,gay,en,"joyful, carefree, light-hearted; bright and showy (of colour or dress)",homosexual; relating to gay people or gay culture (neutral to positive after reappropriation),Narrowing; Reappropriation,,Stonewall Riots and gay liberation movement,1969,Political,Q51402,LexicographicNote,0.85,https://www.etymonline.com/word/gay | https://www.oed.com/dictionary/gay_adj,"Etymonline - gay (adj.) | Oxford English Dictionary - gay, adj.",curator,2026-05-23
hyp-geil-youthslang,geil,de,"lascivious, lewd, lustful; sexually aroused","great, awesome, fantastic; colloquial expression of strong approval",Amelioration,,West German youth slang of the 1970s-80s,1975,Cultural,,ChangeSignalAlignment; LexicographicNote,0.85,https://www.dwds.de/wb/geil | https://www.duden.de/rechtschreibung/geil | https://zenodo.org/records/14028509,DWDS Wortgeschichte - geil | Duden - geil | DWUG German -- diachronic usage-graph change signal (Schlechtweg et al.),curator,2026-05-23
hyp-gendersternchen-debate,Gendersternchen,de,'Sternchen': a little star; the asterisk typographic symbol; informally a young female celebrity,the gender asterisk used in written German to denote all genders inclusively (e.g. Leser*innen),Narrowing,2015,German gender-inclusive language debate (2010s),2015,Cultural,,FrequencyCorrelation; LexicographicNote,0.8,https://www.dwds.de/wb/Gendersternchen | https://www.dwds.de/wb/Gendersternchen,DWDS - Gendersternchen | DWDS Wortverlaufskurve - Gendersternchen,curator,2026-05-23
hyp-gerrymander-redistricting,gerrymander,en,"satirical 1812 coinage from Governor Elbridge Gerry plus 'salamander', naming a contorted Massachusetts electoral district",to manipulate the boundaries of an electoral district so as to favour one party or group; the practice of doing so,Metonymization,,Massachusetts redistricting under Governor Gerry,1812,Political,Q1325397,LexicographicNote,0.9,https://www.etymonline.com/word/gerrymander,Online Etymology Dictionary -- gerrymander,curator,2026-05-23
hyp-gfds-hyp-abwrackpramie-2009,Abwrackprämie,de,not previously established in public vocabulary,cash-for-clunkers scrapping premium; government economic stimulus for buying new cars by scrapping old ones,Broadening,2009,German economic stimulus cash for clunkers program 2009,2009,Economic,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Abwrackpr%C3%A4mie,GfdS / Wikipedia - wort des Jahres 2009: Abwrackprämie,curator-gfds,2026-05-23
hyp-gfds-hyp-aids-kondom-1987,"Aids, Kondom",de,AIDS: acronym for acquired immune deficiency syndrome; Kondom: prophylactic device,AIDS entered mainstream vocabulary as the defining health crisis; Kondom became a public health necessity widely discussed,Broadening,1987,HIV AIDS epidemic public awareness campaign,1987,Political,,ScholarlyAttestation,0.8,https://de.wikipedia.org/wiki/Wort_des_Jahres_(Deutschland),"GfdS / Wikipedia - wort des Jahres 1987: Aids, Kondom",curator-gfds,2026-05-23
hyp-gfds-hyp-alternative-fakten-2017,alternative Fakten,de,"alternative facts; in philosophy, a competing factual claim",Kellyanne Conway's phrase legitimizing deliberate lies as 'alternative facts'; post-truth political weapon,Reversal,2017,Kellyanne Conway alternative facts Trump inauguration 2017,2017,Political,,ScholarlyAttestation,0.8,https://de.wikipedia.org/wiki/Unwort_des_Jahres_(Deutschland),GfdS / Wikipedia - unwort des Jahres 2017: alternative Fakten,curator-gfds,2026-05-23
hyp-gfds-hyp-alternativlos-2010,alternativlos,de,without alternative; descriptive adjective,"Merkel's rhetorical claim that austerity decisions have no alternatives, used to foreclose democratic debate",Pejoration,2010,Merkel austerity policy alternativlos rhetoric 2010,2010,Political,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/alternativlos,GfdS / Wikipedia - unwort des Jahres 2010: alternativlos,curator-gfds,2026-05-23
hyp-gfds-hyp-ampel-aus-2024,Ampel-Aus,de,not previously established,the end of the Ampel (traffic light) coalition; collapse of the SPD-FDP-Greens government under Chancellor Scholz,Broadening,2024,collapse of German traffic light coalition 2024,2024,Political,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Ampel-Aus,GfdS / Wikipedia - wort des Jahres 2024: Ampel-Aus,curator-gfds,2026-05-23
hyp-gfds-hyp-anti-abschiebe-industrie-2018,Anti-Abschiebe-Industrie,de,not previously established,anti-deportation industry; framing legal aid for asylum seekers as a profit-driven industry opposing deportations,Broadening,2018,German asylum legal aid NGO vilification 2018,2018,Political,,ScholarlyAttestation,0.8,https://de.wikipedia.org/wiki/Unwort_des_Jahres_(Deutschland),GfdS / Wikipedia - unwort des Jahres 2018: Anti-Abschiebe-Industrie,curator-gfds,2026-05-23
hyp-gfds-hyp-aufmupfig-1971,aufmüpfig,de,"dialectal/pejorative term for an unruly, impertinent, rebellious person","positive label for a rebellious, outspoken political protester of the 68er generation",Amelioration,1971,1968 student protest movement,1971,Political,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/aufm%C3%BCpfig,GfdS / Wikipedia - wort des Jahres 1971: aufmüpfig,curator-gfds,2026-05-23
hyp-gfds-hyp-aura-2024,Aura,de,an aura; mystical or atmospheric emanation surrounding a person,"gaming/TikTok concept of charisma, status, and coolness points; aura farming as gaining social status",Narrowing,2024,TikTok gaming aura points social status youth slang 2024,2024,Cultural,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Aura,GfdS / Wikipedia - jugendwort des Jahres 2024: Aura,curator-gfds,2026-05-23
hyp-gfds-hyp-auslanderfrei-1991,ausländerfrei,de,free of foreigners; descriptive compound,xenophobic slogan demanding ethnic cleansing of neighborhoods; used during Hoyerswerda riots,Pejoration,1991,Hoyerswerda anti-foreigner riots East Germany 1991,1991,Political,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/ausl%C3%A4nderfrei,GfdS / Wikipedia - unwort des Jahres 1991: ausländerfrei,curator-gfds,2026-05-23
hyp-gfds-hyp-babo-2013,Babo,de,not previously established in German,"boss, leader, head; Turkish/Kurdish loanword spread into German youth slang via Haftbefehl rap music",Broadening,2013,Haftbefehl Babo rap song German youth slang spread 2013,2013,Cultural,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Babo,GfdS / Wikipedia - jugendwort des Jahres 2013: Babo,curator-gfds,2026-05-23
hyp-gfds-hyp-besserwessi-1991,Besserwessi,de,not previously established,portmanteau of Besserwisser (know-it-all) and Wessi (West German); condescending West German who lectures East Germans,Broadening,1991,post-reunification East-West German social tensions,1991,Political,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Besserwessi,GfdS / Wikipedia - wort des Jahres 1991: Besserwessi,curator-gfds,2026-05-23
hyp-gfds-hyp-betriebsratsverseucht-2009,betriebsratsverseucht,de,not previously established,contaminated with works council; comparing employee representation to a disease to be eliminated,Broadening,2009,German employer anti-union works council rhetoric 2009,2009,Political,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/betriebsratsverseucht,GfdS / Wikipedia - unwort des Jahres 2009: betriebsratsverseucht,curator-gfds,2026-05-23
hyp-gfds-hyp-biodeutsch-2024,biodeutsch,de,bio-German; originally ironic slang describing ethnic Germans without migration background,categorizing people by alleged biological ancestry to distinguish 'real' from naturalized Germans; exclusionary identity politics,Pejoration,2024,German identity politics ethnic nationality debate 2024,2024,Political,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/biodeutsch,GfdS / Wikipedia - unwort des Jahres 2024: biodeutsch,curator-gfds,2026-05-23
hyp-gfds-hyp-blackfacing-2014,Blackfacing,de,not previously dominant in German,white performers darkening their skin to portray Black people; Anglo-American racial sensitivity debate reached Germany,Broadening,2014,racial sensitivity debate blackface Germany theater carnival,2014,Political,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Blackfacing,GfdS / Wikipedia - anglizismus des Jahres 2014: Blackfacing,curator-gfds,2026-05-23
hyp-gfds-hyp-boostern-2021,boostern,de,to boost; to increase or improve something,to receive a COVID-19 booster vaccination; Germanized verb specifically for third vaccine dose,Narrowing,2021,COVID-19 booster vaccination campaign Germany 2021,2021,Pandemic,Q81068910,ScholarlyAttestation,0.8,https://www.dwds.de/wb/boostern,GfdS / Wikipedia - anglizismus des Jahres 2021: boostern,curator-gfds,2026-05-23
hyp-gfds-hyp-bundeskanzlerin-2005,Bundeskanzlerin,de,feminine form of Bundeskanzler; female Federal Chancellor,first female head of government of Germany; Angela Merkel's election marked a historic shift,Broadening,2005,Angela Merkel elected first female German chancellor,2005,Political,Q567,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Bundeskanzlerin,GfdS / Wikipedia - wort des Jahres 2005: Bundeskanzlerin,curator-gfds,2026-05-23
hyp-gfds-hyp-corona-diktatur-2020,Corona-Diktatur,de,not previously established,corona dictatorship; extremist framing of democratic pandemic health measures as authoritarian rule,Broadening,2020,COVID-19 pandemic measures Querdenken conspiracy movement 2020,2020,Pandemic,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Corona-Diktatur,GfdS / Wikipedia - unwort des Jahres 2020: Corona-Diktatur,curator-gfds,2026-05-23
hyp-gfds-hyp-corona-pandemie-2020,Corona-Pandemie,de,Corona: a crown or halo; pandemic: a widespread epidemic,"the COVID-19 global pandemic; the dominant event of 2020 reshaping society, economy, and daily life",Narrowing,2020,COVID-19 coronavirus global pandemic 2020,2020,Pandemic,Q81068910,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Corona-Pandemie,GfdS / Wikipedia - wort des Jahres 2020: Corona-Pandemie,curator-gfds,2026-05-23
hyp-gfds-hyp-cringe-2021,cringe,de,to cringe; to recoil in disgust or embarrassment,"embarrassing, second-hand shame-inducing; youth slang adjective spread via YouTube and streaming culture",Narrowing,2021,YouTube streaming culture youth embarrassment slang,2021,Cultural,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/cringe,GfdS / Wikipedia - jugendwort des Jahres 2021: cringe,curator-gfds,2026-05-23
hyp-gfds-hyp-crowdfunding-2012,Crowdfunding,de,not previously established in German,raising capital from many small individual internet contributions; new model for startups and creative projects,Broadening,2012,Kickstarter internet crowdfunding startup culture rise,2012,Cultural,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Crowdfunding,GfdS / Wikipedia - anglizismus des Jahres 2012: Crowdfunding,curator-gfds,2026-05-23
hyp-gfds-hyp-das-alte-europa-2003,das alte Europa,de,old Europe; the historic European continent,Rumsfeld's dismissive characterization of France and Germany opposing the Iraq War; became a rallying phrase for European sovereignty,Pejoration,2003,Rumsfeld old Europe statement Iraq War 2003,2003,Political,,ScholarlyAttestation,0.8,https://de.wikipedia.org/wiki/Wort_des_Jahres_(Deutschland),GfdS / Wikipedia - wort des Jahres 2003: das alte Europa,curator-gfds,2026-05-23
hyp-gfds-hyp-der-11-september-2001,der 11. September,de,the eleventh day of the month of September,the date of the 9/11 terrorist attacks on the United States; a symbol of global terrorism,Metaphorization,2001,September 11 terrorist attacks United States 2001,2001,Political,Q40231,ScholarlyAttestation,0.8,https://de.wikipedia.org/wiki/Wort_des_Jahres_(Deutschland),GfdS / Wikipedia - wort des Jahres 2001: der 11. September,curator-gfds,2026-05-23
hyp-gfds-hyp-diatenanpassung-1995,Diätenanpassung,de,adjustment; a technical administrative term,parliamentary pay adjustment; euphemism used by politicians to disguise their own salary increases,Metaphorization,1995,German parliamentary salary increase euphemism 1995,1995,Political,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Di%C3%A4tenanpassung,GfdS / Wikipedia - unwort des Jahres 1995: Diätenanpassung,curator-gfds,2026-05-23
hyp-gfds-hyp-die-neuen-bundeslander-1990,die neuen Bundesländer,de,not previously established as a phrase,the new federal states; official term for the five states formed from East Germany after reunification,Broadening,1990,German reunification October 1990,1990,Political,,ScholarlyAttestation,0.8,https://de.wikipedia.org/wiki/Wort_des_Jahres_(Deutschland),GfdS / Wikipedia - wort des Jahres 1990: die neuen Bundesländer,curator-gfds,2026-05-23
hyp-gfds-hyp-doner-morde-2011,Döner-Morde,de,not previously established,doner murders; racist media term reducing NSU neo-Nazi murders of Turkish-German business owners to a food metaphor,Broadening,2011,NSU neo-Nazi murder series Turkish German victims,2011,Political,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/D%C3%B6ner-Morde,GfdS / Wikipedia - unwort des Jahres 2011: Döner-Morde,curator-gfds,2026-05-23
hyp-gfds-hyp-ehrenmann-ehrenfrau-2018,Ehrenmann/Ehrenfrau,de,an honorable man/woman; a person of formal honor,slang term of high praise for someone doing something especially kind or cool; spread from hip-hop culture,Amelioration,2018,hip-hop honor culture German youth praise slang,2018,Cultural,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Ehrenmann/Ehrenfrau,GfdS / Wikipedia - jugendwort des Jahres 2018: Ehrenmann/Ehrenfrau,curator-gfds,2026-05-23
hyp-gfds-hyp-ellenbogengesellschaft-1982,Ellenbogengesellschaft,de,not previously established,"elbow society; a society driven by ruthless individualism and competition, coined as social critique",Broadening,1982,CDU FDP government social welfare cuts 1982,1982,Political,,ScholarlyAttestation,0.8,https://www.dwds.de/wb/Ellenbogengesellschaft,GfdS / Wikipedia - wort des Jahres 1982: Ellenbogengesellschaft,curator-gfds,2026-05-23
